text,hashtags,placename,"Sit == True  (1), else (0)","Relevant == True (1), else (0)"
"b""If you're looking for work in #Waterloo, ON, check out this #job: https://t.co/h8vxaspQMs #Analytics #IT #Hiring""","Waterloo,job,Analytics,IT,Hiring","Waterloo, Ontario",0,0
"b""Legit try shaving something you can't see... doesn't work too well https://t.co/1IjfdUq9nv""",,"North Bay, Ontario",0,0
b'Well done Brian. Always working hard for the people of Alberta. \\U0001f44d https://t.co/dsk9cOttfN',,"Edmonton, Alberta",0,1
"b""@slipstream23575 Don't jump the gun. Is life of survival. Last weekend was terrible at work. I did enjoy very tired\\u2026 https://t.co/tl3IguXvS7""",,"Calgary, Alberta",0,0
b'Put your free time during the strike to work for you!\\n\\nSign your @FoundryGeorgian lease for next year now!\\n\\nApply a\\u2026 https://t.co/L1IgHGeU1x',,"Barrie, Ontario",0,0
"b'""If you\'re like me, then you\'ve just watched 9 hours of Stranger Things"" - Jim Rash https://t.co/Z388k44OrE'",,"Vaughan, Ontario",1,1
"b'@torontofc hey TFC why dont you start running costfriendly bus trips to away games that could be done down and back..ny, bos, colmb,philly'",,"Brantford, Ontario",0,0
"b""I've got a nice little week off since work forgot to schedule me lol""",,"Sarnia, Ontario",0,1
"b""@ZombiApocolypse Thanks for giving it a try! Sorry it didn't work for you. Cheers\\U0001f37b""",,"Ottawa, Ontario",0,0
"b""Sometimes, great ideas don't work out \\nand it's ok to accept defeat https://t.co/jS2EwYoceY""",,"East Hants, Nova Scotia",0,0
b'@CharleyReber I have not posted anything since all of my documentary video work was posted back in sept.',,"Toronto, Ontario",0,0
"b""There we go! #Oilers score on the power-play in consecutive games. That's the start they needed.""",Oilers,"Saskatoon, Saskatchewan",0,0
b'@VancouverBlade interested in partnering w nintendo-regarding how video games can really help the lives of those on the autism spectrum.',,"Surrey, British Columbia",0,0
b'What are you working on to grow your community? #TheTimeIsNow\\nPhoto credit Nancy Lin https://t.co/d8n2lcuAj8',TheTimeIsNow,"Cornwall, Prince Edward Island",0,0
b'@TacxSupport none of the keyboard controls work to show different screens/options in Tacx Films...',,"London, Ontario",0,0
b'Sandra Spencer @alwayspivoting and the 5 pitches that will be worked on this weekend #3DSMacEwan @MacEwanBusiness https://t.co/Xm4sJcANbd',3DSMacEwan,"Edmonton, Alberta",1,1
"b""You haven't replied to me since 3pm. You first to watch my snaps though. And now wanna come messaging me like we're friends?""",,"Toronto, Ontario",0,0
b'I was born and now I\\u2019m still working on the paper.',,"Toronto, Ontario",1,1
"b'#Preds 2016 6th RD pick Emil Pettersson has 11 pts (4g, 7a) in 8 games this season with Milwaukee. #AHL'","Preds,AHL","Montr̩al, Qu̩bec",0,0
b'@cathmckenna Keep up the good work and standing up for women everywhere. Have a safe flight! \\u270c\\U0001f4aa\\U0001f1e8\\U0001f1e6',,"Burnaby, British Columbia",0,0
"b'Want to work in #Kingston, Ontario? View our latest opening: https://t.co/55QHyxwd0G #Nursing #Job #Jobs #Hiring'","Kingston,Nursing,Job,Jobs,Hiring","Kingston, Ontario",0,0
"b""Today we're taking 800 of our friends @EF through #EmpathyToy workshops! Play for experiential education! https://t.co/VDhwV3NsLR""",EmpathyToy,"Toronto, Ontario",0,0
"b'Want to work in #Edmonton, AB? View our latest opening: https://t.co/p09I4laYAu #Accounting #Job #Jobs #Hiring #CareerArc'","Edmonton,Accounting,Job,Jobs,Hiring,CareerArc","Edmonton, Alberta",0,0
b'Watch out kids there\\u2019s a pumpkin watcher on the loose. @mfvckswu @flora_10_ @patrick',,"Toronto, Ontario",0,0
"b""Wouldn't you like to see your athlete, coach, or mentor or volunteers be recognized for their hard work and dedicat\\u2026 https://t.co/YdtmZkBIqo""",,"Vancouver, British Columbia",0,0
b'Good luck and a great time to all our friends at #BC17! Will be watching anxiously from my phone!! https://t.co/kGZzvZv579',BC17,"Toronto, Ontario",1,1
"b'Want to work in #Waterloo, ON? View our latest opening: https://t.co/9NHfNK6zpF #CustomerService #Job #Jobs #Hiring #CareerArc'","Waterloo,CustomerService,Job,Jobs,Hiring,CareerArc","Waterloo, Ontario",0,0
b'I just wanna be cuddled up with my baby but I have to work',,"Toronto, Ontario",1,1
b'My favourite @MetroVancouver work reports back today! (Transit Oriented Affordable Housing Study) Even @Howellings made the trek to Burnaby',,"Burnaby, British Columbia",0,0
b'@ThatFishCreigh @rymkrs Yeah missed last three games',,"Ottawa, Ontario",0,0
"b""i hate that when I react with anger people think they've won. no. i tried to educate u and it didn't work now i just wanna beat your ass""",,"Hamilton, Ontario",0,0
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/TJLO4cuUPT #Analytics #IT #Hiring""","Toronto,job,Analytics,IT,Hiring","Toronto, Ontario",0,0
"b'@GlobalEdmonton @kendraslugoski You bet it\\u2019s working! The bike lane is as clean as a whistle, and the traffic lanes\\u2026 https://t.co/JEjGOig7AE'",,"Division No. 10, Alberta",,
"b'This book is a crown jewels of the series, the culmination of years of work, spanning five novels that tie a web of\\u2026 https://t.co/gzEK0loPj0'",,"Hamilton, Ontario",,
b'The only people who ever comment on my Facebook pictures are those over the age of 55 that I used to work with at Lowes',,"Barrie, Ontario",,
b'Gentrification is noted by the Downtown Eastside Plan - what is being worked on to mitigate these risks?\\u2026 https://t.co/NQK0afk68Y',,"Greater Vancouver, British Columbia",,
b'This should be fun to watch while I work \\U0001f601 cc @markeburge @fabulavancouver https://t.co/hsephC6WJ8',,"Vancouver, British Columbia",,
b'@DSIG_Hannah Evening practice tonight the watching the game after is that the plan?\\u270c',,"Portage la Prairie, Manitoba",,
b'Come on in to @BrownsErinMills and enjoy while you watch some #mnf! #oakville #mississauga #mojitos\\u2026 https://t.co/vv7ylRNboz',"mnf,oakville,mississauga,mojitos","Burlington, Ontario",,
b'Get to the @NAIT gym to get a workout in! It\\u2019s got everything you need and is free with your #NAIT student card. https://t.co/N5JLBrQSFz',NAIT,"Edmonton, Alberta",,
b'Want to be happy the solution is watch @TheRealRyanHiga \\n\\nFollow Link to find true happiness:\\u2026 https://t.co/dJxLzHDMRB',,"Surrey, British Columbia",,
"b'Do as I say, not as I do? Fair bonus for good work? Morneau style Conflict Screen used by at least 3 other ministers\\nhttps://t.co/6PGpoOWRSU'",,"Division No. 5, Subd. F, Newfoundland and Labrador",,
b'How do you get motivation to write an essay when your prof absolutely roasted the last one you worked super hard on\\u2026 https://t.co/TJMrTPQV0N',,"Balgonie, Saskatchewan",,
"b""Such a beautiful addition to the neighborhood. Glad to have Jarus' work on display! https://t.co/hvrAl3tU50""",,"Toronto, Ontario",,
b'We really need to hear from the source who worked at the Podesta Group who told @TuckerCarlson Manafort was meeting with them monthly.',,"Vancouver, British Columbia",,
"b""So cold at work I'm sitting under the hand dryer""",,"Winnipeg, Manitoba",,
b'Have a fabulous practice tonight and then are you watching the game?',,"Portage la Prairie, Manitoba",,
"b""Want to work at Olympus? We're #hiring in #Canada! Click for details: https://t.co/tO85XoFA69 #Sales #Job #Jobs #CareerArc""","hiring,Canada,Sales,Job,Jobs,CareerArc","Division No. 18, Unorganized, Saskatchewan",,
b'Middle class liberal #LDNont - city increases prop tax 3%/yr while biggest local employer giving 0.7% wage increases annually.Bound to work!',LDNont,"London, Ontario",,
"b""If you're looking for work in #Mississauga, ON, check out this #job: https://t.co/3tZJ26Jln0 #Veterans #Hiring""","Mississauga,job,Veterans,Hiring","Mississauga, Ontario",,
"b""@TheView Once upon a View there was no M McCain and that is how I liked it. Can't see me watching anymore even though my favourite program.""",,"Hamilton, Ontario",,
"b'Want to work in #Montreal, QC? View our latest opening: https://t.co/y7VDuqU3Ap #CANJobs #IT #Job #Jobs #Hiring #CareerArc'","Montreal,CANJobs,IT,Job,Jobs,Hiring,CareerArc","Montr̩al, Qu̩bec",,
b'No watches or warnings in effect for Halifax.\\nhttps://t.co/4SZhtTPi5B\\n#Halifax',Halifax,"Halifax, Nova Scotia",,
b'Great work @BrendanSchwab \\nhttps://t.co/MHVqlqF21d',,"Toronto, Ontario",,
"b'@spoon9z you watch west coast games, right? Have you noticed refs always favor penalties to the Kings, Sharks, &amp; Ducks?'",,"Toronto, Ontario",,
b'During mornings like these I like to sip my #matcha and watch @hallmarkmovie on @hallmarkchannel',matcha,"Toronto, Ontario",,
"b""Want to work at The Scoular Company? We're #hiring in #Canada! Click for details: https://t.co/kSGrLamXdR #BusinessMgmt #Job #Jobs""","hiring,Canada,BusinessMgmt,Job,Jobs","Division No. 18, Unorganized, Saskatchewan",,
"b'Forget blood, gore and silly creatures. Two most frightening movies? The Haunting and The Legend Of Hill House.'",,"Toronto, Ontario",,
b'with all these games coming out in the coming months i recommend buying Utawarerumono mask of decpetion and mask of truth',,Canada,,
"b'@trishkatree Not just at the company I work at, industry wide.'",,"Edmonton, Alberta",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/EZPE0q5FmK #cintasjobs #Sales #Hiring #CareerArc""","Toronto,job,cintasjobs,Sales,Hiring,CareerArc","Toronto, Ontario",,
"b'@HRPSCMV @townofoakville @HaltonPolice @CVSA Since the front brakes have to work harder because of weight transfer,\\u2026 https://t.co/hsZgHyr5bN'",,"Waterloo, Ontario",,
b'Finally got around to watching the final season of The League. Never has a show declined so consistently through its run. Disappointing',,"Fort Saskatchewan, Alberta",,
"b'Slowest bus in town but great people watching (@ OC Transpo Bus 101 in Ottawa, ON) https://t.co/VKGJptFmUW'",,"Ottawa, Ontario",,
"b'@TaniaKolarTSC Love u on TSC this morning, Tania. Seeing in that workout segment u did was amazing. =)'",,"Markham, Ontario",,
"b""Want to work at Manulife? We're #hiring in #Toronto, ON! Click for details: https://t.co/TJa4M3vjNX #operations #Job #Jobs #CareerArc""","hiring,Toronto,operations,Job,Jobs,CareerArc","Toronto, Ontario",,
"b""If you're looking for work in #Ottawa, ON, check out this #job: https://t.co/iAf2nGVu0h #Engineering #Hiring #CareerArc""","Ottawa,job,Engineering,Hiring,CareerArc","Ottawa, Ontario",,
b'These North Bay students are exploring the future of work by experiencing #coworking &amp,#entrepreneurship firsthand\\u2026 https://t.co/2iB7fdz0R3',"coworking,entrepreneurship",,
b'My mind works in mysterious ways. Expl: What if farts were a currency and the smell is the value? Cabbage sales would go thru the roof.',,"Dauphin, Manitoba",,
"b'OMG YES, THIS. Also worked at Winners &amp; Marshalls, so I can totally relate. https://t.co/Br4zur5rM9'",,"Ottawa, Ontario",,
b'Oh man today was a long ass day back at work. I still feel like crap with this cold/flu thing I got',,"Winnipeg, Manitoba",,
b'I wonder if @drummerseamus has watched #StrangerThings?',StrangerThings,"Ajax, Ontario",,
b'Today we welcomed Nolan Paradis to our hockey operations staff. Nolan has done great work at @ChinookGolf and\\u2026 https://t.co/POUigNRHSr',,"Swift Current, Saskatchewan",,
b'Version 1.0 of my randomizer done and working. Now to get some time controls in there for frame\\u2026 https://t.co/j7KSoMEVrv',,"Burnaby, British Columbia",,
b'Help: my roommate tries to watch porn with me',,"Antigonish, Nova Scotia",,
b'This just announced @NewYorkRedBulls 4got to announce tickets were for sale. &amp,fans who bought were forced to stay at work late. @torontofc',"Oshawa, Ontario",,
"b""@brandonslagle I won't be watching house of cards then my mom is though but that's her choice.""",,"Chatham-Kent, Ontario",,
b'.@KinkyBootsBway is a great soundtrack to work out to,)',"Saskatoon, Saskatchewan",,
b'i have figured it out though . she not the type trump would like . but thats why lol. her pressers hard to watch man .....its genius lol',,"Toronto, Ontario",,
"b'OR you\\u2019re home alone working in your housecoat in bed, haven\\u2019t showered all day, and look like a troll.'",,"Toronto, Ontario",,
"b""It's been a bit a month... still no access card... starting to feel real low on the totem pole! At least my ID still works to get me in!""",,"Thunder Bay, Ontario",,
"b'Then when ur mindful of ur surroundings, clear mind, pure, then u can be watchful of dangers and have fun, run slide on icy streets.'",,"Kingston, Ontario",,
"b'Want to work in #Timmins, ON? View our latest opening: https://t.co/Pd7rKWbTvl #mining #SkilledTrade #Job #Jobs #Hiring'","Timmins,mining,SkilledTrade,Job,Jobs,Hiring","Timmins, Ontario",,
"b""It's all fun and games til someone loses an eye...in my case part of\\u2026 https://t.co/QDoIcn5X2F""",,"The Blue Mountains, Ontario",,
b'last night I watched the Audrey Hepburn film Wait Until Dark ~ despite the fact that I already knew what happened i\\u2026 https://t.co/X8UgOzztIN',,Canada,,
b'Excitement: Added one more salmon to the box yesterday-really had to work for these beauties! #waytofish\\u2026 https://t.co/kxF1g22LUC',waytofish,"Vancouver, British Columbia",,
"b'Want to work in #NiagaraFalls, ON? View our latest opening: https://t.co/E34XEH8Gt9 #Sales #Retail #Job #Jobs #Hiring'","NiagaraFalls,Sales,Retail,Job,Jobs,Hiring","Niagara Falls, Ontario",,
"b""SK is 13 hrs ahead so I'm hoping they release the MV at night coz I'll be off tom~if they release it later (in the morning)I'll be at work""",,"Toronto, Ontario",,
"b'Told my boss I was too sick to come into work and he said ""are you sure you\'re just not just sad you\'re not there anymore?"" \\U0001f602\\U0001f602'",,"Mississauga, Ontario",,
b'snow yesterday means the Basement has officially been converted to a winter workout torture chamber!! 1st workout was all day cleaning \\U0001f3cb\\ufe0f\\u200d\\u2640\\ufe0f',,"Calgary, Alberta",,
b'@JLeiper @spotmaticfan @human3500 On the w-b side there was a nice whirlpool so at least one drain was working.. ju\\u2026 https://t.co/Z5fWLS3v48',,Ottawa - Gatineau,,
b'Group AMRAP with grade 12s. 10 minutes per AMRAP. Person at med ball determines work time with their reps. #fitness\\u2026 https://t.co/QQxEfFFOkR',fitness,"Winnipeg, Manitoba",,
"b""Want to work at Starbucks? We're #hiring in #Windsor, ON! Click for details: https://t.co/vLxm5X0lFi #CustomerService #Job #Jobs""","hiring,Windsor,CustomerService,Job,Jobs","Windsor, Ontario",,
b'Imma need one ma peeps to extend they flight discount my way cuz I need to take me a week before work begins \\U0001f440',,"Toronto, Ontario",,
b'This is how I increase my productivity at work Black Mammoth by Fit For An Autopsy\\nhttps://t.co/72SSsuXH0s',,"Calgary, Alberta",,
"b""Want to work at Kingston Health Sciences Centre? We're #hiring in #Kingston, Ontario! Click for details: https://t.co/rQOcOrWZTP #Job""","hiring,Kingston,Job","Kingston, Ontario",,
"b'Gee, maybe he can work with a well-funded social media company to thwart them. #Cyberwar2016 https://t.co/0LsMTMgtH7'",Cyberwar2016,"Ottawa, Ontario",,
b'@TheHashtag0nist A friend of mine works at BCiT and specializes in VR. Some of the new stuff that Vive has coming\\u2026 https://t.co/AYXLKd7vPw',,"Greater Vancouver, British Columbia",,
"b'Edmonton Supervisor sentenced to 4 months in jail and company fined 425,000 plus victim surcharge for workers death. Site Safety?'",,"Edmonton, Alberta",,
"b'@Peady Yes, you can. Blogs...the work is never done. ;)'",,"Halifax, Nova Scotia",,
"b'And as soon as I sit down to start work, wifi goes down! I want to die.'",,"Cape Breton, Nova Scotia",,
"b""Want to work at Manulife? We're #hiring in #Kitchener, ON! Click for details: https://t.co/jJU6ZWYxit #HR #Job #Jobs""","hiring,Kitchener,HR,Job,Jobs","Kitchener, Ontario",,
b'By a stroke of luck I\\u2019m off work on #MuellerMonday!',MuellerMonday,"Calgary, Alberta",,
b'iMessage games or happy texts? 5195670080',,"Windsor, Ontario",,
b'Me and little buddy.. Time for work\\U0001f55b https://t.co/TQrULFov9l',,"Calgary, Alberta",,
b'My mother always told me to watch my mouth and that what I say could hurt someone... the woman never told me how to control my face tho damn',,"St. Andrews, Manitoba",,
"b'Want to work in #Boisbriand, QC? View our latest opening: https://t.co/mNg6Pj5ebC #Retail #Veterans #Job #Jobs #Hiring'","Boisbriand,Retail,Veterans,Job,Jobs,Hiring","Boisbriand, Qu̩bec",,
b'Keanna and I are probably the worst people to go to the movies with cause we literally talk during the whole movie',,"Edmonton, Alberta",,
"b""Just watched Muhammad Ali v Kenny Norton and all bias aside I'm not sure Ali won that fight""",,"Windsor, Ontario",,
"b""Just used @tpoi's digitize package in #R and it worked like a charm! https://t.co/tEIMEXFEjE""",R,"Guelph, Ontario",,
b'sittin at work and i keep thinking about how i kind of want to play ye olde Worlde of Warcrafte again',,"Port Coquitlam, British Columbia",,
